Name,ACSINS_transformed,AS,BVP,CIC_transformed,CSI_transformed,ELISA,HIC,HEK,PSR,SGAC_transformed,SMAC_transformed,Tm
Pair_1,-0.26159743341451386,0.06426676394648143,4.8670629055,0.2148201666666667,0.3479483019916838,1.6759335533333335,10.205283195864524,95.2844461346,0.14794577183231503,-0.693353492567445,0.7309703333333334,70.08333333333333
