run_id,case_id,antibody_id,n_steps,seed,policy,mutation_pool_size
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_A,30,404,"{""VETO_SOMS"": 3.5, ""FREEZE_SOMS"": 6.5, ""VETO_CONFLICT_STREAK"": 3, ""FREEZE_VETO_STREAK"": 3, ""FORCED_VETO_STEP"": 18}",25
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,30,404,"{""VETO_SOMS"": 3.5, ""FREEZE_SOMS"": 6.5, ""VETO_CONFLICT_STREAK"": 3, ""FREEZE_VETO_STREAK"": 3, ""FORCED_VETO_STEP"": 18}",25
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,30,404,"{""VETO_SOMS"": 3.5, ""FREEZE_SOMS"": 6.5, ""VETO_CONFLICT_STREAK"": 3, ""FREEZE_VETO_STREAK"": 3, ""FORCED_VETO_STEP"": 18}",25
core7_04_1767776352,B_GOVERNED,antibody_A,30,404,"{""VETO_SOMS"": 3.5, ""FREEZE_SOMS"": 6.5, ""VETO_CONFLICT_STREAK"": 3, ""FREEZE_VETO_STREAK"": 3, ""FORCED_VETO_STEP"": 18}",25
core7_04_1767776352,B_GOVERNED,antibody_B,30,404,"{""VETO_SOMS"": 3.5, ""FREEZE_SOMS"": 6.5, ""VETO_CONFLICT_STREAK"": 3, ""FREEZE_VETO_STREAK"": 3, ""FORCED_VETO_STEP"": 18}",25
core7_04_1767776352,B_GOVERNED,antibody_C,30,404,"{""VETO_SOMS"": 3.5, ""FREEZE_SOMS"": 6.5, ""VETO_CONFLICT_STREAK"": 3, ""FREEZE_VETO_STREAK"": 3, ""FORCED_VETO_STEP"": 18}",25
