pseudo_mode,label_col,hazard_col,threshold,pos_rate,tp,fp,tn,fn,base_cost,stability_proxy,total_cost
A,pseudo_failure_A,hazard_tree,0.56,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.5700000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.58,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.59,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.6,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.61,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.62,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.63,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.64,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.65,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.66,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.67,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.68,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.6900000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.7000000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.71,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.72,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.73,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.74,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.75,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.76,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.77,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.78,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.79,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.8,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.81,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.8200000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.8300000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.84,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.85,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.86,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.87,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.88,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.89,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.9,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.91,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.92,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.93,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.9400000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.9500000000000001,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.96,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.97,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.98,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,0.99,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
A,pseudo_failure_A,hazard_tree,1.0,0.6842105263157895,6,7,6,0,7.0,0.003157894736842105,7.015
