run_id,case_id,antibody_id,shutdown_step,shutdown_trigger_final,SoMS_cumsum_window,action_toggle_rate,blocked_rate_window,veto_streak,fallback_stage,fallback_reason_code,fallback_score,reservation_status,reservation_reason_code,risk_score_total,snapshot_rule_id,snapshot_created_at
core7_04_1767776352,B_GOVERNED,antibody_C,21,CORE8_PARTIAL_SEAL,7.200000000000001,0.3333333333333333,0.2,1.0,PARTIAL_SEAL,REASON_PARTIAL_SEAL_THRESHOLD,0.4417089947089947,NONE,REASON_WITHIN_BOUNDS,0.2328544973544973,core10_02_v1,2026-01-08 09:27:18.936677
