run_id,case_id,antibody_id,step,shutdown_step,shutdown_trigger_final,SoMS_cumsum_window,reentry_flag,y_survive_10,y_survive_20
core7_04_1767776352,B_GOVERNED,antibody_C,21,21,CORE8_PARTIAL_SEAL,7.200000000000001,0,0,0.0
core7_04_1767776352,B_GOVERNED,antibody_C,22,21,CORE8_PARTIAL_SEAL,7.999999999999999,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,23,21,CORE8_PARTIAL_SEAL,8.8,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,24,21,CORE8_PARTIAL_SEAL,10.25,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,25,21,CORE8_PARTIAL_SEAL,11.7,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,26,21,CORE8_PARTIAL_SEAL,13.15,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,27,21,CORE8_PARTIAL_SEAL,14.6,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,28,21,CORE8_PARTIAL_SEAL,16.05,0,0,
core7_04_1767776352,B_GOVERNED,antibody_C,29,21,CORE8_PARTIAL_SEAL,17.500000000000004,0,0,
