policy_version_id,policy_hash,seed,T_STEPS,checksum,computed_at
core10_06_allocation_policy_v1:3c26436738ef,3c26436738efbfc2179d2bb7d8c398923ac76411d202509274b5902e88e2001a,42,60,e4de3b3a2b0a557071a025298dacb093a61205bf19508e6b9cd25535c9e80c5d,2026-01-10T02:46:14.462697
