Name,ACSINS_transformed,AS,BVP,CIC_transformed,CSI_transformed,ELISA,HIC,HEK,PSR,SGAC_transformed,SMAC_transformed,Tm
Pair_1,0.12780555624956608,0.040547873127741677,2.4223353293333334,-0.5235601666666666,-0.16452800263369083,1.060399264,9.389519392400095,93.409023308,0.09644770592595554,-0.7631384885646469,-0.6931240000000001,73.91666666666667
