Name,ACSINS_transformed,AS,BVP,CIC_transformed,CSI_transformed,ELISA,HIC,HEK,PSR,SGAC_transformed,SMAC_transformed,Tm
Pair_1,1.1944805359911785,0.08873402335884459,7.640377147833334,0.041563666666666665,1.081533320263747,2.640164046666667,11.73400775087594,150.16997307000003,0.3997576096514891,-0.5937348530840706,0.91534,77.58333333333333
