Name,ACSINS_transformed,AS,BVP,CIC_transformed,CSI_transformed,ELISA,HIC,HEK,PSR,SGAC_transformed,SMAC_transformed,Tm
Pair_1,0.4593145834067273,0.07677633966719219,14.592124238166667,-0.5213035,-0.04313728632639857,10.678838347333334,9.437700342065115,114.953055922,0.0968079295100223,0.6141499471139561,-0.10973316666666666,71.83333333333333
