run_id,case_id,antibody_id,step,blocked_rate_window_x,veto_streak_x,action_toggle_rate_x,SoMS_cumsum_window_x,recovery_time_est,pressure_index,soms_slope_5,toggle_rate_ma_5,blocked_rate_ma_5,soms_slope_10,toggle_rate_ma_10,blocked_rate_ma_10,toggle_over_th_streak_10,blocked_over_partialseal_streak_10,SoMS_cumsum_window_y,action_toggle_rate_y,blocked_rate_window_y,veto_streak_y,conflict_density_proxy,y_soms_runaway,y_osc_nonrecover,y_conflict_selfamp
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,0,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,1,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,2,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,3,0.0,0,0.0,0.0,,0.0,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,4,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,5,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,6,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,7,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,8,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,9,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,10,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,11,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,12,0.0,0,0.0,0.6,,0.006,0.11999999999999998,0.0,0.0,0.032727272727272716,0.0,0.0,0,0,0.6,0.0,0.0,0.0,0.0,0,0,0
