run_id,bucket,n_cases,any_candidate,any_confirmed,any_partial_seal,any_refusal,max_risk,max_fallback,max_soms
core7_04_1767776352,A_ALWAYS_ALLOW,1,0,0,0,0,0.12075,0.2415,24.15
core7_04_1767776352,B_GOVERNED,1,0,0,1,0,0.4132411816578483,0.5212707231040565,24.199999999999996
