run_id,case_id,antibody_id,alarm_toggle_rate
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_A,0.0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_B,0.0
core7_04_1767776352,A_ALWAYS_ALLOW,antibody_C,0.0
core7_04_1767776352,B_GOVERNED,antibody_A,0.0
core7_04_1767776352,B_GOVERNED,antibody_B,0.0
core7_04_1767776352,B_GOVERNED,antibody_C,0.0
