run_id,case_id,has_hold,has_candidate,has_confirmed,has_expired,first_candidate_step,first_confirmed_step,max_risk_score_total
core7_04_1767776352,A_ALWAYS_ALLOW,True,False,False,False,,,0.12075
core7_04_1767776352,B_GOVERNED,True,False,False,False,,,0.4132411816578483
