Name,ACSINS_transformed,AS,BVP,CIC_transformed,CSI_transformed,ELISA,HIC,HEK,PSR,SGAC_transformed,SMAC_transformed,Tm
Pair_1,0.08050713221905385,0.05260596348283919,3.0604547975000003,0.12822199999999995,0.7224244668413033,1.3741926873333334,8.96137230191696,121.58631081399999,0.24879186732398703,-0.2970450214661433,0.9422018333333334,68.66666666666667
