exp_id,antibody_key,noise_scale,cooldown,lookback_window,risk_mode,candidate_sample_n,toggle_rate,toggle_count,burst_mean,burst_max,burst_count,interventions,flip_flop_count
EXP_151,GDPa1-045,0.1,5,3,mean,1,0.35,7,1.0,1,4,4,3
EXP_151,GDPa1-183,0.1,5,3,mean,1,0.35,7,1.0,1,4,4,3
EXP_152,GDPa1-001,0.1,5,3,mean,5,0.35,7,1.0,1,4,4,3
EXP_152,GDPa1-045,0.1,5,3,mean,5,0.35,7,1.0,1,4,4,3
EXP_152,GDPa1-183,0.1,5,3,mean,5,0.35,7,1.0,1,4,4,3
EXP_153,GDPa1-001,0.1,5,3,mean,20,0.35,7,1.0,1,4,4,3
EXP_153,GDPa1-045,0.1,5,3,mean,20,0.35,7,1.0,1,4,4,3
EXP_153,GDPa1-183,0.1,5,3,mean,20,0.35,7,1.0,1,4,4,3
EXP_154,GDPa1-001,0.1,5,3,single,1,0.35,7,1.0,1,4,4,3
EXP_154,GDPa1-045,0.1,5,3,single,1,0.35,7,1.0,1,4,4,3
EXP_154,GDPa1-183,0.1,5,3,single,1,0.35,7,1.0,1,4,4,3
EXP_155,GDPa1-001,0.1,5,3,single,5,0.3,6,1.0,1,4,4,2
EXP_155,GDPa1-045,0.1,5,3,single,5,0.3,6,1.0,1,4,4,2
EXP_155,GDPa1-183,0.1,5,3,single,5,0.3,6,1.0,1,4,4,2
EXP_156,GDPa1-001,0.1,5,3,single,20,0.25,5,1.0,1,3,3,2
EXP_156,GDPa1-045,0.1,5,3,single,20,0.25,5,1.0,1,3,3,2
EXP_156,GDPa1-183,0.1,5,3,single,20,0.25,5,1.0,1,3,3,2
EXP_157,GDPa1-001,0.1,5,5,mean,1,0.25,5,1.0,1,3,3,2
EXP_157,GDPa1-045,0.1,5,5,mean,1,0.25,5,1.0,1,3,3,2
EXP_157,GDPa1-183,0.1,5,5,mean,1,0.25,5,1.0,1,3,3,2
EXP_158,GDPa1-001,0.1,5,5,mean,5,0.05,1,1.0,1,1,1,0
EXP_158,GDPa1-045,0.1,5,5,mean,5,0.05,1,1.0,1,1,1,0
EXP_158,GDPa1-183,0.1,5,5,mean,5,0.05,1,1.0,1,1,1,0
EXP_159,GDPa1-001,0.1,5,5,mean,20,0.25,5,1.0,1,3,3,2
EXP_159,GDPa1-045,0.1,5,5,mean,20,0.25,5,1.0,1,3,3,2
EXP_159,GDPa1-183,0.1,5,5,mean,20,0.25,5,1.0,1,3,3,2
EXP_160,GDPa1-001,0.1,5,5,single,1,0.4,8,1.0,1,4,4,4
EXP_160,GDPa1-045,0.1,5,5,single,1,0.4,8,1.0,1,4,4,4
EXP_160,GDPa1-183,0.1,5,5,single,1,0.4,8,1.0,1,4,4,4
EXP_161,GDPa1-001,0.1,5,5,single,5,0.35,7,1.0,1,4,4,3
EXP_161,GDPa1-045,0.1,5,5,single,5,0.35,7,1.0,1,4,4,3
EXP_161,GDPa1-183,0.1,5,5,single,5,0.35,7,1.0,1,4,4,3
EXP_162,GDPa1-001,0.1,5,5,single,20,0.25,5,1.0,1,3,3,2
EXP_162,GDPa1-045,0.1,5,5,single,20,0.25,5,1.0,1,3,3,2
EXP_162,GDPa1-183,0.1,5,5,single,20,0.25,5,1.0,1,3,3,2
